,question,question_id,question_type,survey_id
1051,"Part 2 Thanks for completing the registration steps! After beta-testing the registration process, your employer (remember, you are a Sling TV employee!) has asked you to answer some survey questions about your experience. Please click on the link below to navigate to the survey questions on the platform Typeform. (The survey questions will open up in a separate tab of your browser.) When are you finished answering the questions, please return here to Review Robin.",2,description,63
1052,"Part 3 Thanks for completing the survey. We now want your feedback on the Sling TV survey questions you just answered in Part 2. In particular, we want to know whether it was a positive or negative experience completing the questions. Thanks in advance for your continued feedback -- you're almost finished.",3,description,63
1053,How did you feel about the number of questions in the Sling TV survey from Part 2?,4,single-select,63
1054,Was there any point that you left (or would have left) the Sling TV survey before completing it?,5,single-select,63
1055,At what point in the survey did you leave (or would have left) and why?,6,textarea,63
1056,Were any of the survey questions confusing or unclear? (Feel free to click on the link below to open the Sling TV survey questions again.),7,single-select,63
1057,Which questions? Please give us any feedback on why these questions were unclear.,8,textarea,63
1058,How did you feel about the length of time it took to complete the Sling TV survey?,9,rate,63
1059,How helpful were the visual cues (i.e. the screen shots of the registration process) used during the survey experience?,10,rate,63
1060,Please leave here any additional comments you have about the Sling TV survey experience you completed in Part 2.,11,textarea,63
1061,"Congratulations on qualifying for this survey. Today we would like your feedback on a webpage from PwC. PwC's website provides users the ability to visualize their data in customizable charts. We are interested in getting your feedback on these charts. The next questions will ask you to navigate to their site, play with the charts for a few minutes, then answer some survey questions about your experience. We thank you in advance for your participation!",0,description,64
1062,Task 1: Please click on the link below (the page will open in a separate tab of your browser) and follow the instructions below.,1,description,64
1063,How easy or difficult was it to generate the chart based on the previous instructions?,2,single-select,64
1064,How easy and efficient is it to get things done on this page?,3,rate,64
1065,How clear were the instructions for generating the chart?,4,single-select,64
1066,How confident do you feel reading and interpretting the data presented in the chart?,5,rate,64
1067,Task 2: Please follow the instructions below.,6,description,64
1068,How easy or difficult was it to add geography parameters to the chart?,7,single-select,64
1069,How easy or difficult was it to compare the data from these geographies?,8,single-select,64
1070,Task 3: Please follow the instructions below,9,description,64
1071,What did you like about the data explorer?,10,textarea,64
1072,What did you dislike about the data explorer?,11,textarea,64
1073,Did you find anything confusing while completing these tasks?,12,single-select,64
1074,What was confusing?,13,textarea,64
1075,"How would you suggest improving this page to make it easier to navigate, generate the charts or read the charts?",14,textarea,64
1076,How likely would you be to click on this ad?,0,rate,65
1077,How visually appealing do you think the ad is?,1,single-select,65
1078,"Based on what you see in the mock-up, what do you think this ad is offering?",2,textarea,65
1079,What kind of site do you think you would be taken to if you click on the ad?,3,textarea,65
1080,How interested would you be in learning more about what this ad is offering?,4,rate,65
1081,What is your first reaction to this product?,0,rate,179
1082,How would you describe this product to a family member or friend?,1,textarea,179
1083,Did you find anything confusing about this product?,2,single-select,179
1084,What was confusing?,3,textarea,179
1085,How clear or unclear was the purpose of this product?,4,rate,179
1086,What is your first reaction to this product?,0,rate,178
1087,"What situation(s) in your life could you see yourself using this product, if any?",1,textarea,178
1088,"When you think about this product, do you think of it as something you need or don't need?",2,rate,178
1089,"If the product were available today, how likely would you be to buy or use the product?",3,single-select,178
1090,What would make you more likely to use this product?,4,textarea,178
1091,"Before we begin, we'd like to know: Which month were you born in?",0,single-select,68
1092,"You have qualified for an additional, incentivized survey opportunity if you are interested: What is it? : We are looking for more in-depth feedback from people like you. This would entail a scheduled, online interview with one of our researchers. How is it done? : Online via desktop or laptop. When would it be done? : You will be given a link to schedule an interview. One of our researchers will email you 5 minutes before your interview with brief instructions to prepare for the online session​​​​​​​. Would I receive an additional incentive? : Yes. If you provide quality feedback, you will receive an additional incentive of $100 via PayPal. I'm interested! What's next? : If you are interested and able, click ""Yes"" below.",0,single-select,176
1093,"Thanks for your interest! Momentarily we will you direct you to the link to schedule the interview. Before you sign up, please be sure you can meet the following requirements to ensure a successful interview: - You'll need a desktop or laptop device - You'll need a working internal microphone on your device - You'll need the Chrome browser - You'll need to be in a quiet room (so we can hear your insights!) Please click ""Yes"" below if you are able to meet these requirements at the time of your interview.",1,single-select,176
1094,"Great! Ready to schedule the interview now? Click the link below ""CLICK TO SCHEDULE"" to open the scheduling tool in another tab of your browser. If you're NOT ready to schedule now, or if the calendar below is full, leave your email address in the text box below (and click ""Next""). We will contact you within the next week or so if there are still sessions available.",2,textarea,176
1095,Which of the following financial products do you own?,0,multi-select,175
1096,What best describes your current household?,0,single-select,174
1097,Which departments/products do you have influence or decision making authority on spending/purchasing?,0,multi-select,173
1098,"Now we will be discussing [insert topic here; eg: your current process of buying a car, your current workflow as a pharmacist] . We appreciate you taking the time to participate in this study. Please click next to begin.",0,description,172
1099,"Please review the [e.g.: image, product description, ad mock-up, etc] below until you have a sense for the information. Then, click next to begin the survey.",0,description,171
1100,"Please CLICK ON THE LINK BELOW to open a prototype of the product in a separate tab of your browser. Keep in mind that the prototype is a mock up of the product and will have limited functionality. Take a few moments to review the prototype in its entirety until you have a sense for the information. Then, return here and click next to begin the survey. (Note: keep the link open in the separate tab so that you can refer to it for the duration of the survey.)",0,description,170
1101,Based on the name you were shown in the previous screen: What would you expect the product to offer? (How would you describe the product to a friend?),1,textarea,222
1102,How interested would you be in learning more about this product?,2,rate,222
1103,"Now, please assume this product will be about [insert product description here]. Knowing this, which name do you think would be the best fit for this product ? Please rank the names where 1st is the best fit.",3,rank,222
1104,Which of the following electronic products do you own?,0,multi-select,145
1105,"Now, we will be asking you about how you think about managing your employees when they miss work, including those who have depression. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5b587f737f0bac000457ebbb
1106,When was the last time you had an employee or colleague miss work due to symptoms of depression?,2,single-select,5b587f737f0bac000457ebbb
1107,Can you describe how you know or can tell if someone at work has symptoms of depression? Please be descriptive.,3,textarea,5b587f737f0bac000457ebbb
1108,"Describe the most difficult or uncomfortable moments that a manager might face when trying to communicate with or support an employee with symptoms of depression, so they can avoid missing work. How might you approach a situation like that?",4,textarea,5b587f737f0bac000457ebbb
1109,"When trying to communicate with an employee who is missing work due to symptoms of depression, what are the main challenges or frustrations that you face? Please be descriptive, and explain why.",5,textarea,5b587f737f0bac000457ebbb
1110,"If you could improve your company's sick leave policy or workers compensation coverage to better support employees with depression , what changes or updates would you make?",6,textarea,5b587f737f0bac000457ebbb
1111,What is your initial reaction to this page?,0,rate,182
1112,How visually appealing do you think this page is?,1,rate,182
1113,What aspect(s) of the page did you like or find to be MOST visually appealing?,2,textarea,182
1114,What aspect(s) of this page did you dislike or find LEAST visually appealing?,3,textarea,182
1115,What is your initial reaction to this page?,0,rate,183
1116,"Where on the page would you be most likely to click first, and why?",1,textarea,183
1117,How would you rate the page in terms of the following?,2,matrix-likert,183
1118,How easy or difficult is it to understand what all of the pieces of the page do by looking at them?,3,rate,183
1119,How clear or unclear is the purpose of this page?,4,rate,183
1120,How useful does the content of the page look for you personally?,5,rate,183
1121,"How likely would you be to recommend a page like this to a friend, family member or colleague?",6,rate,183
1122,Did you find anything confusing about this page?,7,single-select,183
1123,What was confusing?,8,textarea,183
1124,What suggestions would you give to improve the page?,9,textarea,183
1125,What is your first reaction to this product?,0,rate,180
1126,How would you describe this product to a family member or friend?,1,textarea,180
1127,How clear or unclear is the purpose of this product?,2,rate,180
1128,Do you find anything confusing about this product?,3,single-select,180
1129,What do you find confusing?,4,textarea,180
1130,How original or unoriginal do you find this product?,5,rate,180
1131,How useful would this product be for you personally?,6,rate,180
1132,"If the product were available today, how likely would you be to use the product?",7,rate,180
1133,How would you improve this product?,8,textarea,180
1134,What is your initial reaction to this page?,0,rate,181
1135,Where on the page would you be most likely to click or interact with first?,1,textarea,181
1136,How would you rate the page in terms of the following?,2,matrix-likert,181
1137,How clear or unclear was the navigation within this page?,3,rate,181
1138,How easy or difficult is it to understand what all of the pieces of the page do by looking at them?,4,rate,181
1139,"What would you change, add, or remove to make this page’s navigation more clear / straightforward?",5,textarea,181
1140,How do you currently [ insert behavior ]? Please describe.,0,textarea,186
1141,How frequently do you [ insert behavior ]?,1,single-select,186
1142,"In what situation(s) do you find yourself [ insert behavior ]? Please be specific, and explain why.",2,textarea,186
1143,What tools or methods do you use to [ insert behavior ]?,3,multi-select,186
1144,"When [ insert behavior ], what challenges or frustrations do you face (if any)? Please be specific.",4,textarea,186
1145,"How much do the following impact you when [ insert behavior ], if at all?",5,matrix-likert,186
1146,How satisfied are you overall with you current process of [ insert behavior ]?,6,rate,186
1147,What would you change to improve your process?,7,textarea,186
1148,What region of the United States do you live in?,0,single-select,187
1149,How do you currently [insert behavior]? Please describe.,0,textarea,184
1150,What tools or methods do you use to [insert behavior]?,1,multi-select,184
1151,What do you LIKE about the tools or methods you use to [insert behavior here]?,2,textarea,184
1152,What do you DISLIKE about the tools or methods you use to [insert behavior here]? Feel free to mention any frustrations / challenges that may arise.,3,textarea,184
1153,How satisfied are you with your current process of [insert behavior]?,4,rate,184
1154,What was your overall reaction to that experience?,0,rate,6
1155,Were you able to successfully { insert task }?,1,single-select,6
1156,Was there anything confusing or unclear during that experience?,2,textarea,6
1157,"What did you find most appealing about that experience, and why?",3,textarea,6
1158,"What was least appealing, and why?",4,textarea,6
1159,How would you rate this flow in terms of the following:,5,matrix-likert,6
1160,How would you rate this flow in terms of overall { insert dimension }?,6,rate,6
1161,"If you could improve this experience, what changes or updates would you make?",7,textarea,6
1162,"Now, we will be asking you about fertility. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5b5f99292799730004b964b7
1163,Has a doctor ever suggested that weight loss could potentially improve your ability to conceive?,2,single-select,5b5f99292799730004b964b7
1164,How likely would you be to participate in a weight loss regimen if recommended by your doctor to increase your chances of becoming pregnant?&nbsp;&nbsp;,3,rate,5b5f99292799730004b964b7
1165,How confident are you in your ability to lose weight if advised to do so by your doctor?,4,rate,5b5f99292799730004b964b7
1166,"If advised to lose weight by your doctor, which of the following strategies would you consider?",5,multi-select,5b5f99292799730004b964b7
1167,How important would the speed of weight loss be in your decision to participate in a particular weight loss regimen?&nbsp;&nbsp;&nbsp;,6,rate,5b5f99292799730004b964b7
1168,What features would make you more likely to utilize an online weight loss program?,7,multi-select,5b5f99292799730004b964b7
1169,How important is the cost of a weight loss program to you?,8,rate,5b5f99292799730004b964b7
1170,What is your understanding of this [insert stimuli] so far? (how would you describe this to a friend?),0,textarea,188
1171,How would you rate the [insert stimuli] in terms of the following?,1,matrix-likert,188
1172,Did you find anything confusing about this [insert stimuli] ?,2,single-select,188
1173,What was confusing?,3,textarea,188
1174,How clear or unclear is the purpose of the [insert stimuli] overall?,4,rate,188
1175,"Have you been diagnosed with a chronic illness? If so, which one(s)?",0,multi-select,189
1176,"Now, we will be reviewing your impressions of a prototype homepage for a news organization. Please follow the link below to view it. Take some time to look around the website and familiarize yourself with its contents. When you are ready, return here and click ""next."" PLEASE NOTE: the screen linked below is a prototype and will have no interactive elements or functionality. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5b5c9b1447e77f000425a442
1177,What was your first reaction to this news organization's page?,2,rate,5b5c9b1447e77f000425a442
1178,"In your opinion, who is the target readership of this news organization? Why do you think that?",3,textarea,5b5c9b1447e77f000425a442
1179,"In your opinion, would you say this news organization leans...",4,rate,5b5c9b1447e77f000425a442
1180,"In your opinion, would you say this news organization writes for readers aged...",5,multi-select,5b5c9b1447e77f000425a442
1181,"In your opinion, would you say this news organization writes for...",6,multi-select,5b5c9b1447e77f000425a442
1182,"In your opinion, would you say this news organization writes for people who have...",7,multi-select,5b5c9b1447e77f000425a442
1183,"If you could improve this page so that the content would be more interesting to you , what changes or updates would you make?",8,textarea,5b5c9b1447e77f000425a442
1184,Do you currently have or use a product similar to this one?,0,single-select,196
1185,What products have you used that are similar to this one?,1,textarea,196
1186,How likely would you be to replace your current product with this product?,2,rate,196
1187,Would you describe this product concept as original/ innovative?,3,single-select,196
1188,What aspect(s) of this product stand out as particularly new or original to you?,4,textarea,196
1189,What aspect(s) of this product stand out as commonplace or unoriginal to you?,5,textarea,196
1190,How original is this product concept overall?,6,rate,196
1191,Which of the following best describes what role you play when making traveling decisions for you and your household?,0,single-select,221
1192,"We’re interested in learning more about some of the motor vehicles you own or lease, for business and personal purposes. Let’s dive in …",0,description,97
1193,Do you own or lease a motorcycle?,1,single-select,97
1194,Do you own or lease a car?,2,single-select,97
1195,"Do you own or lease a Light Commercial Vehicle (e.g. a pickup truck, minivan, commercial good carrier, or passenger carrier) for either personal or business use. Below are some examples of Light Commercial vehicles for your reference.",3,single-select,97
1196,You selected that you either own or lease a Light Commercial Vehicle. We’d like to learn more about this.,4,description,97
1197,Do you own or lease your Light Commercial Vehicle? (SS),5,single-select,97
1198,Is your Light Commercial Vehicle primarily for business or personal use?,6,single-select,97
1199,"How important were the following factors, when you were considering buying or leasing your Light Commercial Vehicle?",7,matrix-likert,97
1200,What other factors influenced the choice of the Light Commercial Vehicle that you purchased or leased?,8,textarea,97
1201,How did you research the vehicle before purchasing or leasing it?,9,multi-select,97
1202,"Please list some sources (website, magazines) that you used to research your purchase or lease.",10,textarea,97
1203,"Which of the following brands do you most associate with making Light Commercial Vehicles (e.g. pickup truck, vans, goods carriers, passenger carriers)?",11,multi-select,97
1204,"You selected Nissan as vehicle manufacturer that makes Light Commercial Vehicles. Off the top of you head, can you name any Nissan models that might be classified at Light Commercial Vehicles (e.g. pickup truck, vans, goods carriers, passenger carriers)?",12,single-select,97
1205,"List the Nissan Light Commercial Vehicles (e.g. pickup truck, vans, goods carriers, passenger carriers) models that you know.",13,textarea,97
1206,What is the make of your Light Commercial Vehicle?,14,single-select,97
1207,What is the full make and model of your Light Commercial Vehicle?,15,textarea,97
1208,Would you ever consider switching brands or manufacturer if you were to purchase another (or replace your existing) Light Commercial Vehicle?,16,single-select,97
1209,Under what circumstances would you consider switching brands or manufacturer?,17,textarea,97
1210,Which of the following brands would you consider switching to?,18,multi-select,97
1211,How do you currently [ insert behavior ]? Please describe.,0,textarea,185
1212,"In what situation(s) do you find yourself [ insert behavior ]? Please be specific, and explain why.",1,textarea,185
1213,How satisfied are you with your current process of [ insert behavior ]?,2,rate,185
1214,Which of the following challenges or frustrations (if any) arise when you [ insert behavior ]?,3,multi-select,185
1215,How much do the previous challenges or frustrations impact you when [ insert behavior ]?,4,matrix-likert,185
1216,How important are the following to you when [ insert behavior ]?,5,matrix-likert,185
1217,"In your current process of [ insert behavior ], how satisfied are you with the following?",6,matrix-likert,185
1218,What would you change to improve your process?,7,textarea,185
1219,"Now, we will be asking you questions about wellbeing initiatives at your employer . Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5bb91004b51eb100041f7e4c
1220,Which of the following organizations do you work for?,2,single-select,5bb91004b51eb100041f7e4c
1221,Do you use the ZP app?,3,single-select,5bb91004b51eb100041f7e4c
1222,Which of the following do you use the ZP app for?,4,multi-select,5bb91004b51eb100041f7e4c
1223,What other types of wellbeing initiatives do you participate in at Walmart?,5,textarea,5bb91004b51eb100041f7e4c
1224,"When you want more information about your wellbeing or health benefits at Walmart, where is the first place you search?",6,textarea,5bb91004b51eb100041f7e4c
1225,Which of the following best describes the type of area you live in?,7,single-select,5bb91004b51eb100041f7e4c
1226,Which of the following are true?,8,multi-select,5bb91004b51eb100041f7e4c
1227,How satisfied are you with your job?,9,rate,5bb91004b51eb100041f7e4c
1228,"Now, we will be asking you questions about working out. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5bab9e8584bf1c000401c3f5
1229,How would you describe the area in which you primarily live?,2,single-select,5bab9e8584bf1c000401c3f5
1230,Which of the following most closely represents your workout routine?,3,single-select,5bab9e8584bf1c000401c3f5
1231,Which of the following are true?,4,multi-select,5bab9e8584bf1c000401c3f5
1232,"How interested are you in buying an in-home fitness system (e.g. Bowflex,&nbsp;Peloton, Flywheel, Mirror, etc.)",5,single-select,5bab9e8584bf1c000401c3f5
1233,Why are you not at all interested in purchasing an in-home fitness system?,6,single-select,5bab9e8584bf1c000401c3f5
1234,Through which avenue are you insured?,0,single-select,99
1235,"Can you claim a dependent (i.e. child, relative you care for, etc.)?",1,single-select,99
1236,Please rate your average level of weekly physical activity:,2,rate,99
1237,Please rate your perception of your health and well being:,3,rate,99
1238,"Please rate your level of agreement with the following statement: “I feel I have enough knowledge, education, and tools to manage my health care effectively.”",4,rate,99
1239,Are you currently dealing with any chronic conditions?,5,single-select,99
1240,"Would you please share what condition or conditions you may have (If you do not feel comfortable sharing this information, please tell us so)?",6,textarea,99
1241,How old are you?,0,single-select,98
1242,Which social media channels do you actively use?,1,multi-select,98
1243,How are you sharing mobile content with your friends and family?,2,multi-select,98
1244,"We’re looking to learn how you engage with curated content on mobile devices. During the survey we will show you a prototype mobile, and will ask for your initial reactions, feedback and opinions on this concept.",3,description,98
1245,"Here is a link to a prototype of the Snapchat mobile app. Spend a few minutes interacting with the prototype, to familiarize yourself with it. We’re keen to hear your initial reactions, opinions and feedback about this concept. We’re more interested in your reactions to the concept as a whole, rather than the style and functionality of the concept. Note that this is a prototype and has LIMITED functionality. You may want to keep the prototype open in a separate tab, so you can refer to it at any time.",4,description,98
1246,Do you watch curated content on the Discover page of Snapchat?,5,single-select,98
1247,"Please describe what aspect of this app you found most appealing. (Focus more on the concept as a whole, rather than the look or style of the app)?",6,textarea,98
1248,"Please describe any aspect of this app that DID NOT appeal to you.(Focus more on the concept as a whole, rather than the look or style of the app)?",7,textarea,98
1249,How likely would you be to share curated content on this app?,8,rate,98
1250,How frequently could you see yourself opening an app like this to watch curated content on the Discover page?,9,single-select,98
1251,Please tell us about a situation or scenario where you would use a product like this.,10,description,98
1252,Complete the following sentence. The most appealing thing about this app is ...,11,single-select,98
1253,"What would you change, add or remove from this app to make it more appealing to you?",12,textarea,98
1254,What types of curated content would you like to see on the Discover page?,13,multi-select,98
1255,"Now, we will be asking you questions about Airbnb. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5b5c86dd47e77f000425a440
1256,Approximately how many times have you booked a stay for a personal trip through Airbnb in the past year?,2,single-select,5b5c86dd47e77f000425a440
1257,"Have you booked an Experience (for example: food tour, boat ride, etc.) through Airbnb?",3,single-select,5b5c86dd47e77f000425a440
1258,What has been your overall satisfaction with Airbnb Experiences?,4,rate,5b5c86dd47e77f000425a440
1259,In what city was the Airbnb booked on the page you just visited?,6,single-select,5b5c86dd47e77f000425a440
1260,In what city was the Airbnb booked on the page you just visited?,7,single-select,5b5c86dd47e77f000425a440
1261,What do you think of the available Experiences on the page you just visited?,8,rate,5b5c86dd47e77f000425a440
1262,Would this Experience page make you more or less likely to book stays through Airbnb again in the future?,9,rate,5b5c86dd47e77f000425a440
1263,"For the following questions, please imagine [insert scenario here; eg: you are about to go on vacation with your family] . We will now ask you to review [insert brief product description here] . We are looking for feedback on [ex: the flow, the look and feel, the product idea.]",0,description,168
1264,"Please CLICK ON THE LINK BELOW to open [e.g.: a prototype of the product, the product webpage] in a separate tab of your browser. Take a few moments to review [e.g.: the product webpage] in its entirety until you have a sense for the information. Then, return here and click next to begin the survey. (Note: keep the link open in the separate tab so that you can refer to it for the duration of the survey.)",0,description,169
1265,How frequently do you use [insert competitor]?,0,single-select,229
1266,How would you rate your overall satisfaction with [insert competitor]?,1,rate,229
1267,What features of [insert competitor] do you value the most?,2,textarea,229
1268,How would you rate [insert competitor] in terms of the following?,3,matrix-likert,229
1269,How would you change [insert competitor] to make it more valuable for you?,4,textarea,229
1270,At what price would you think the product is a bargain – a great buy for the money?,0,number,228
1271,"At what price would you begin to think the product is getting expensive , but you still might consider it?",1,number,228
1272,At what price would you begin to think the product is too expensive to consider?,2,number,228
1273,At what price would you begin to think the product is so cheap that you would question the quality and not consider it?,3,number,228
1274,"Imagine yourself in the following situation: Think back to when you had a newborn and setup your baby registry online. Imagine you’re browsing through items to build your registry at the link below. Please go through it as you would on a normal website, since it’s an example, only certain parts are clickable, click anywhere on the screen and it will highlight what’s clickable.You will see a product called Bundle of Care that we’d love to hear your thoughts on. We are NOT asking you to evaluate the website for us but are interested in what you think about Bundle of Care.Please access the example at the link below and only start answering the survey questions once you’ve reached the page that says “proceed to questions”.",0,description,91
1275,"Did you reach the last page of the example website?If not, please click on the link below again to go through the example again. You will know you are finished when you see the page that says ""proceed to questions"".We recommend keeping the link open in a separate tab of your browser so that you can reference it during the rest of the survey.",1,single-select,91
1276,What were your initial reactions to Bundle of Care after you’ve learned more about it?,2,textarea,91
1277,How easy would it be to explain this product to someone you know?,3,single-select,91
1278,Is this something you would have been interested in adding to your registry?,4,single-select,91
1279,Please tell us why you selected that answer.,5,textarea,91
1280,How much would you agree that these are the right mix of products in the bundle for a new parent?,6,single-select,91
1281,What services would you add to make the bundle more appealing?,7,textarea,91
1282,Which product in the Bundle of Care did you like best?,8,single-select,91
1283,Does 25 years seem like enough protection for the Care Forever Plan?,9,single-select,91
1284,Which coverage amount would you choose for the Care Forever Plan?,10,single-select,91
1285,Please tell us why you selected that answer.,11,textarea,91
1286,What amount would you set your Registry Funding Goal at?,12,single-select,91
1287,"This question is about the Crowdfunding Results: please refer to the last page of the example website linked below.If you hypothetically raised $2,700 from your registry, which Care Forever Plan would you have chosen from the options available?",13,single-select,91
1288,Please tell us why you selected that answer.,14,textarea,91
1289,We want to give our customers something back if the Care Forever Plan is unused at the end of 25 years. Which of the options below would you want to receive?,15,single-select,91
1290,Please let us know what you would like to receive if your Care Forever Plan is unused at the end of 25 years.,16,textarea,91
1291,Which of the following stores do you shop at regularly or somewhat regularly?,0,multi-select,165
1292,What type of device are you currently using?,0,single-select,225
1293,What type of mobile device are you currently using?,1,single-select,225
1294,Are you interested in participating in a talk-out-loud test for an additional $10.00 Paypal payment ?,2,single-select,225
1295,"Congratulations - You have qualified for an additional testing opportunity! For this test, we are looking for some qualitative feedback on a mobile product. Test Details: - You will be asked to provide your feedback out loud - This test will take around 5-10 minutes - You will need to be in a quiet space (so we can hear you!) - Your will be asked to record your mobile screen (instructions to follow) Are you interested in participating?",3,single-select,225
1296,"Congratulations - You have qualified for an additional testing opportunity! For this test, we are looking for some qualitative feedback on a mobile product. Test Details: - You will be asked to provide your feedback out loud - This test will take around 5-10 minutes - You will need to be in a quiet space (so we can hear you!) - Your will be asked to record your mobile screen (instructions to follow) Are you interested in participating?",4,single-select,225
1297,"Before we begin, we'd like to ensure you are able to provide a high-quality video... Can you make sure you are in a quiet room with no background noise? ​​​​​​​This means: - TV is muted or turned off - Radio/music is muted or turned off - You've moved to a room without any loud noises",5,single-select,225
1298,Can you please close all tabs within your mobile browser? We don't want to record any of your personal tabs!,6,single-select,225
1299,Are you able to provide your feedback out loud? (We are interested in hearing your feedback!),7,single-select,225
1300,"Great! Now, let's get set up with the screen recording. First, you will need to disable your preview notifications . Please follow the first set of steps laid out in the image below. Click 'Next' when you are finished with these steps.",8,description,225
1301,"Next, you will need to add screen recording to your control center . Please follow the second set of steps laid out in the image below. Click 'Next' when you are finished with these steps.",9,description,225
1302,"Finally, you will start the screen recording . Please follow the last set of steps laid out in the image below. Once you are recording, click 'Next'. You will then begin the test!",10,description,225
1303,"Now we will be reviewing [insert brief description here of product]. We are looking for feedback on [ex: the flow, the look and feel, the product idea.]",0,description,167
1304,How old are you?,0,single-select,95
1305,What is your household income?,1,single-select,95
1306,Are you a parent?,2,single-select,95
1307,At what level of education is your child or are your children?,3,multi-select,95
1308,How would you rate your involvement or participation in the PTA / HSA at your child's school(s)?,4,single-select,95
1309,Do you work in any of the following industries?,0,single-select,94
1310,Are you a physician or do you work in administration for a healthcare provider?,1,single-select,94
1311,Today we are asking a few questions exploring how healthcare professionals manage the health of your patient populations. We appreciate you taking the time to go through this survey.,2,description,94
1312,How easy is it to access patient population data at your practice or hospital or center?,3,rate,94
1313,"Do you have access to ""Population Health Management"" or ""Healthcare Analytics"" solutions?",4,single-select,94
1314,"How do you interact with patient portals and other population health management tools? Specifically, do you use EMRs and EHRs that integrate with portals or do you use the portals directly?",5,textarea,94
1315,What features would you want in a health analytics solution that you don’t have already?,6,textarea,94
1316,"Imagine a patient with high blood pressure was not prescribed an anti-hypertensive medication, and due to this lack of medication is now suffering from complications. Now you’re worried that this may have occurred or may affect other patients.",7,description,94
1317,How effective would your current tools be in identifying other patients that might be affected by this?,8,rate,94
1318,How would you use your current tools to address this problem?,9,textarea,94
1319,How valuable would it be to have population health insights at the point of care when interacting with patients?,10,rate,94
1320,Are you currently using Electronic Health Record software to document patient care?,11,single-select,94
1321,How willing would you be to purchase a ANOTHER solution that is separate from your current Electronic Health Record software used to document patient care?,12,rate,94
1322,"Are you using the data from ""Population Health Management"" or ""Healthcare Analytics"" to make decisions?",13,single-select,94
1323,"What ""Population Health Management"" or ""Healthcare Analytics"" solutions are you currently using or have used?",14,multi-select,94
1324,How likely would you be to pay for a healthcare analytics tool that specifically analyzes diabetes and or or kidney care?,15,rate,94
1325,Which of the following best describes your household?,0,multi-select,162
1326,Please choose the options that best describe your household:,0,multi-select,163
1327,"When you are making a purchase decision, which do you value more - price or quality?",1,rate,163
1328,"We're interested in learning more about your thoughts for a Virtual Assistant mobile app concept. You will be presented with a link to a mock-up containing screens for this concept, which you will need to reference throughout the survey.Click 'Next' to begin. We thank you in advance for your participation.",2,description,163
1329,"Imagine that Jeeves can help you out in an emergency by making sure the right people get the information as soon as possible. You can set up one or more procedures in your settings, based on who is calling you about an emergency. Then, if you arent answering your phone, Jeeves can find out if its an emergency. If so, Jeeves will contact you and any others youve designated, by call, text or email, based on your procedures.The screens below show how this might work. From left to right, you see a settings page, where you would specify who can trigger emergency and who to contact and how for each caller; a sample voice conversation between Jeeves and the caller; and a sample emergency message and its path.Please keep the below link open in a separate window so you can refer to it throughout the survey. Note that you may need to zoom in on the image.",3,description,163
1330,What is your initial impression of this concept?,4,rate,163
1331,How would you describe the purpose of this concept to a friend or family member?,5,textarea,163
1332,How easy or difficult is it to understand the purpose of the concept from the description you read?,6,single-select,163
1333,How unique do you think this concept is?,7,rate,163
1334,In what scenarios can you see yourself using a product like this?,8,textarea,163
1335,How useful or not useful do you find the following features of this concept?,9,matrix-likert,163
1336,How would you rate the following features?,10,matrix-likert,163
1337,Which of the following features could be removed without negatively affecting your perception of the concept?,11,multi-select,163
1338,Please rate your level of agreement with the following statements regarding this concept.,12,matrix-likert,163
1339,"How likely or unlikely would you be to recommend a concept like this to a friend, family member, or colleague?",13,rate,163
1340,Did you find anything unclear or confusing about this concept?,14,single-select,163
1341,Please explain what you found to be unclear or confusing about this concept.,15,textarea,163
1342,Which of the following statements do you think best fits or describes this concept?,16,single-select,163
1343,"If the product were available today, how likely would you be to download the product?",17,rate,163
1344,How would you improve this concept?,18,textarea,163
1345,Which of these products do you use?,0,multi-select,11
1346,Who would you want to recommend this product to?,0,textarea,10
1347,"How would you rate this page in terms of Aesthetics? (the colors, images, fonts, etc.)",0,rate,13
1348,How would you rate this page in terms of Utility? (how useful the content of the page looks for you personally),1,rate,13
1349,How would you rate this page in terms of Usability? (how easy it looks to find what you need and get things done),2,rate,13
1350,What do you like about the page?,3,textarea,13
1351,What do you dislike about the page?,4,textarea,13
1352,How likely would you be to use a product like this?,0,single-select,12
1353,How often do you think you would use a product like this?,1,single-select,12
1354,What other products have you used or heard of that are similar to this product idea?,2,textarea,12
1355,Please tell us about a situation where you would use a product like this.,3,textarea,12
1356,"How likely would you be to recommend a product like this to a friend, family member, or colleague?",4,single-select,12
1357,Would having a product like this make you more likely to ___a user action___?,5,single-select,12
1358,Why did you select that response?,6,textarea,12
1359,How unique do you think this product idea is?,7,rate,12
1360,How useful for you personally do you think this product idea is?,8,rate,12
1361,Did you find anything confusing about this product idea?,9,single-select,12
1362,What did you find confusing about this product idea?,10,textarea,12
1363,What do you like about this product idea?,11,textarea,12
1364,What do you dislike about this product idea?,12,textarea,12
1365,How would you improve this product idea?,13,textarea,12
1366,How would you rate this product in terms of Overall Quality?,0,single-select,15
